"","Entity","Code","Year","type","number"
"399","World","OWID_WRL",1990,"Number of countries where homosexuality is legal",82
"400","World","OWID_WRL",1990,"Number of countries where homosexuality is illlegal",119
"401","World","OWID_WRL",1991,"Number of countries where homosexuality is legal",85
"402","World","OWID_WRL",1991,"Number of countries where homosexuality is illlegal",116
"403","World","OWID_WRL",1992,"Number of countries where homosexuality is legal",87
"404","World","OWID_WRL",1992,"Number of countries where homosexuality is illlegal",114
"405","World","OWID_WRL",1993,"Number of countries where homosexuality is legal",92
"406","World","OWID_WRL",1993,"Number of countries where homosexuality is illlegal",109
"407","World","OWID_WRL",1994,"Number of countries where homosexuality is legal",94
"408","World","OWID_WRL",1994,"Number of countries where homosexuality is illlegal",107
"409","World","OWID_WRL",1995,"Number of countries where homosexuality is legal",97
"410","World","OWID_WRL",1995,"Number of countries where homosexuality is illlegal",104
"411","World","OWID_WRL",1996,"Number of countries where homosexuality is legal",100
"412","World","OWID_WRL",1996,"Number of countries where homosexuality is illlegal",101
"413","World","OWID_WRL",1997,"Number of countries where homosexuality is legal",103
"414","World","OWID_WRL",1997,"Number of countries where homosexuality is illlegal",98
"415","World","OWID_WRL",1998,"Number of countries where homosexuality is legal",109
"416","World","OWID_WRL",1998,"Number of countries where homosexuality is illlegal",92
"417","World","OWID_WRL",1999,"Number of countries where homosexuality is legal",110
"418","World","OWID_WRL",1999,"Number of countries where homosexuality is illlegal",91
"419","World","OWID_WRL",2000,"Number of countries where homosexuality is legal",112
"420","World","OWID_WRL",2000,"Number of countries where homosexuality is illlegal",89
"421","World","OWID_WRL",2001,"Number of countries where homosexuality is legal",112
"422","World","OWID_WRL",2001,"Number of countries where homosexuality is illlegal",89
"423","World","OWID_WRL",2002,"Number of countries where homosexuality is legal",112
"424","World","OWID_WRL",2002,"Number of countries where homosexuality is illlegal",89
"425","World","OWID_WRL",2003,"Number of countries where homosexuality is legal",114
"426","World","OWID_WRL",2003,"Number of countries where homosexuality is illlegal",87
"427","World","OWID_WRL",2004,"Number of countries where homosexuality is legal",116
"428","World","OWID_WRL",2004,"Number of countries where homosexuality is illlegal",85
"429","World","OWID_WRL",2005,"Number of countries where homosexuality is legal",117
"430","World","OWID_WRL",2005,"Number of countries where homosexuality is illlegal",84
"431","World","OWID_WRL",2006,"Number of countries where homosexuality is legal",117
"432","World","OWID_WRL",2006,"Number of countries where homosexuality is illlegal",84
"433","World","OWID_WRL",2007,"Number of countries where homosexuality is legal",117
"434","World","OWID_WRL",2007,"Number of countries where homosexuality is illlegal",84
"435","World","OWID_WRL",2008,"Number of countries where homosexuality is legal",120
"436","World","OWID_WRL",2008,"Number of countries where homosexuality is illlegal",81
"437","World","OWID_WRL",2009,"Number of countries where homosexuality is legal",120
"438","World","OWID_WRL",2009,"Number of countries where homosexuality is illlegal",81
"439","World","OWID_WRL",2010,"Number of countries where homosexuality is legal",122
"440","World","OWID_WRL",2010,"Number of countries where homosexuality is illlegal",79
"441","World","OWID_WRL",2011,"Number of countries where homosexuality is legal",122
"442","World","OWID_WRL",2011,"Number of countries where homosexuality is illlegal",79
"443","World","OWID_WRL",2012,"Number of countries where homosexuality is legal",123
"444","World","OWID_WRL",2012,"Number of countries where homosexuality is illlegal",78
"445","World","OWID_WRL",2013,"Number of countries where homosexuality is legal",124
"446","World","OWID_WRL",2013,"Number of countries where homosexuality is illlegal",77
"447","World","OWID_WRL",2014,"Number of countries where homosexuality is legal",126
"448","World","OWID_WRL",2014,"Number of countries where homosexuality is illlegal",75
"449","World","OWID_WRL",2015,"Number of countries where homosexuality is legal",126
"450","World","OWID_WRL",2015,"Number of countries where homosexuality is illlegal",75
"451","World","OWID_WRL",2016,"Number of countries where homosexuality is legal",128
"452","World","OWID_WRL",2016,"Number of countries where homosexuality is illlegal",73
"453","World","OWID_WRL",2017,"Number of countries where homosexuality is legal",128
"454","World","OWID_WRL",2017,"Number of countries where homosexuality is illlegal",73
"455","World","OWID_WRL",2018,"Number of countries where homosexuality is legal",131
"456","World","OWID_WRL",2018,"Number of countries where homosexuality is illlegal",70
"457","World","OWID_WRL",2019,"Number of countries where homosexuality is legal",133
"458","World","OWID_WRL",2019,"Number of countries where homosexuality is illlegal",68
